identifier	prefixed_short_name	short_name	sorting_order	parent_short_name	parent-XPath	Export_documentation	Export_example	example_explanation	usage_notes	export	children	depth	ordering	To Do	check	action	BDI Data URI	Q	ABCD 3 Label	documentation	abcd3_doc	documentation_corrected	content	content_corrected	Compared Vocabularies	example_value	collection	#_used_Biocase	recommended in OpenUp!	mandatory_recommended_concepts	replaced_by	replaces	added	date_modified	date_created	deprecated	removed	comment	version_history	change_to_2.1	comment_2.06_2.1	TDWG_Wiki_concept	group	subgroup	full_name	content_contains_documentation	recommended	reviewer	editorial_notes	notes_total	element_name	schema_documentation	repeatable	leaf	tdwg_export_type	restriction	restriction_detail	minOccurs	maxOccurs	cardinality	tdwgutil_repeatable	required	type	contains_doc
/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation/@sequence	abcd:SpecimenUnit-Preservation-@sequence	SpecimenUnit-Preservation-@sequence	596	SpecimenUnit-Preservation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation	A number indicating the sequential position of the preservation step within the list of preservation steps.				true		8	1.1.7.1.18.6.1.1				https://wiki.bgbm.org/entity/Q2044	Q2044		A number indicating the sequential position of the preservation step within the list of preservation steps.							SpecimenUnit						added in 2.06f	2014-03-10	2014-03-10				added in 2.06f							true					sequence		false	true	Property			0		0..1	False	False		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation/PreservationType	abcd:SpecimenUnit-PreservationType	SpecimenUnit-PreservationType	597	SpecimenUnit-Preservation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation	Description of preservation type.				true	SpecimenUnit-PreservationType-@language	8	1.1.7.1.18.6.1.2	add details to documentation	call for action	revise documentation	https://wiki.bgbm.org/entity/Q589	Q589	PreservationType		Description of preservation type.						SpecimenUnit						added in 2.06f	2014-03-10	2014-03-10				added in 2.06f							true					PreservationType	Description of preservation type.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation/PreservationType/@language	abcd:SpecimenUnit-PreservationType-@language	SpecimenUnit-PreservationType-@language	598	SpecimenUnit-PreservationType	/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation/PreservationType	The language of the text in the element carrying this attribute, according to RFC 3066.			"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.18.6.1.2.1				https://wiki.bgbm.org/entity/Q590	Q590									SpecimenUnit						added in 2.06f	2014-03-10	2014-03-10				added in 2.06f							true					language		false	true	Property			0		0..1	False	False		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation/PreservationTemperature	abcd:SpecimenUnit-PreservationTemperature	SpecimenUnit-PreservationTemperature	599	SpecimenUnit-Preservation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation	Preferably a number - attribute gives temperature scale used.				true	SpecimenUnit-PreservationTemperature-@scale	8	1.1.7.1.18.6.1.3		Yes		https://wiki.bgbm.org/entity/Q803	Q803	Temperature		Concept for a temperature.						SpecimenUnit						added in 2.06f	2014-03-10	2014-03-10				added in 2.06f							true					PreservationTemperature	Preferably a number - attribute gives temperature scale used.	false	true	Property			0	1	0..1	False	False		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation/PreservationTemperature/@scale	abcd:SpecimenUnit-PreservationTemperature-@scale	SpecimenUnit-PreservationTemperature-@scale	600	SpecimenUnit-PreservationTemperature	/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation/PreservationTemperature	The type of temperature scale used for preservation (Celsius or Fahrenheit).				true		9	1.1.7.1.18.6.1.3.1	check documentation	call for action	revise documentation	https://wiki.bgbm.org/entity/Q592	Q592	Temperature Scale		The type of temperature scale used for preservation (Celsius or Fahrenheit).						SpecimenUnit						added in 2.06f	2014-03-10	2014-03-10				added in 2.06f							true					scale		false	true	Property			0		0..1	False	False		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation/PreservationDateBegin	abcd:SpecimenUnit-PreservationDateBegin	SpecimenUnit-PreservationDateBegin	601	SpecimenUnit-Preservation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Preservations/Preservation	The date in text form when preservation begins.				true		8	1.1.7.1.18.6.1.4		Yes		https://wiki.bgbm.org/entity/Q335	Q335	Date		Concept to describe date and time (and periods).						SpecimenUnit						added in 2.06f	2014-03-10	2014-03-10				added in 2.06f							true					PreservationDateBegin	The date in text form when preservation begins.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks	abcd:SpecimenUnit-Marks	SpecimenUnit-Marks	602	SpecimenUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit	A container element for several labels or inscriptions associated with the unit.				true	SpecimenUnit-Mark	6	1.1.7.1.18.7		Yes		https://wiki.bgbm.org/entity/Q594	Q594		A container element for several labels or inscriptions associated with the unit.			A container element for several labels or inscriptions associated with the unit.				SpecimenUnit							2005-09-09	2005-09-09							0561	Container	Repeatable		true					Marks	A container element for several labels or inscriptions associated with the unit.	false	false	Class			0	1	0..1	False	False		true
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark	abcd:SpecimenUnit-Mark	SpecimenUnit-Mark	603	SpecimenUnit-Marks	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks	The text of labels attached to or associated to the unit, or writing or other mark inscribed on or carved into it.				true	SpecimenUnit-MarkType|SpecimenUnit-MarkText|SpecimenUnit-Mark-PositionOnObject|SpecimenUnit-MarkAuthor|SpecimenUnit-MarkComment|SpecimenUnit-Mark-Images	7	1.1.7.1.18.7.1		Yes		https://wiki.bgbm.org/entity/Q595	Q595	Mark	Label text(s), writing, or inscriptions associated with the unit.	Label text(s), writing, or inscriptions associated with the unit.		The text of labels attached to or associated to the unit, or writing or other mark inscribed on or carved into it.				SpecimenUnit							2005-09-09	2005-09-09							0562	Domain	Specimen		false					Mark	Label text(s), writing or inscription(s).	true	false	Class			1	unbounded	1..n	True	True		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkType	abcd:SpecimenUnit-MarkType	SpecimenUnit-MarkType	604	SpecimenUnit-Mark	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark	The type of mark on or associated to the unit - a label or an inscription.				true	SpecimenUnit-MarkType-@language	8	1.1.7.1.18.7.1.1		Yes		https://wiki.bgbm.org/entity/Q596	Q596	MarkType	The type of mark on or associated to the unit - a label or an inscription.	The type of mark on or associated to the unit - a label or an inscription.		The type of mark on or associated to the unit - a label or an inscription.				SpecimenUnit							2005-09-09	2005-09-09							0563	Domain	Specimen	Unit mark type	true					MarkType	Label or inscription	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkType/@language	abcd:SpecimenUnit-MarkType-@language	SpecimenUnit-MarkType-@language	605	SpecimenUnit-MarkType	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkType	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.18.7.1.1.1				https://wiki.bgbm.org/entity/Q597	Q597		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	SpecimenUnit							2005-09-09	2005-09-09							0565	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkText	abcd:SpecimenUnit-MarkText	SpecimenUnit-MarkText	606	SpecimenUnit-Mark	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark	A text transcription of the inscription on the unit.				true	SpecimenUnit-MarkText-@language	8	1.1.7.1.18.7.1.2		Yes		https://wiki.bgbm.org/entity/Q598	Q598	MarkText	A text transcription of the inscription on the unit.	A text transcription of the inscription on the unit.		A text transcription of the inscription on the unit.				SpecimenUnit		x					2005-09-09	2005-09-09							0566	Domain	Specimen	Unit mark text	true					MarkText	Text transcription of an inscription	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkText/@language	abcd:SpecimenUnit-MarkText-@language	SpecimenUnit-MarkText-@language	607	SpecimenUnit-MarkText	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkText	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.18.7.1.2.1				https://wiki.bgbm.org/entity/Q599	Q599		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	SpecimenUnit							2005-09-09	2005-09-09							0568	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/PositionOnObject	abcd:SpecimenUnit-Mark-PositionOnObject	SpecimenUnit-Mark-PositionOnObject	608	SpecimenUnit-Mark	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark	The position of the inscription, writing, or mark on the unit.				true	SpecimenUnit-Mark-PositionOnObject-@language	8	1.1.7.1.18.7.1.3		Yes		https://wiki.bgbm.org/entity/Q600	Q600	PositionOnObject	The position of the inscription, writing, or mark on the unit.	The position of the inscription, writing, or mark on the unit.		The position of the inscription, writing, or mark on the unit.				SpecimenUnit							2005-09-09	2005-09-09			duplicate entry in the TDWG wiki, it is also available as 0570, but with no content				0569	Domain	Specimen	Position of unit mark	true					PositionOnObject	Position of inscription, writing or mark.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/PositionOnObject/@language	abcd:SpecimenUnit-Mark-PositionOnObject-@language	SpecimenUnit-Mark-PositionOnObject-@language	609	SpecimenUnit-Mark-PositionOnObject	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/PositionOnObject	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.18.7.1.3.1				https://wiki.bgbm.org/entity/Q601	Q601		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	SpecimenUnit							2005-09-09	2005-09-09							0571	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkAuthor	abcd:SpecimenUnit-MarkAuthor	SpecimenUnit-MarkAuthor	610	SpecimenUnit-Mark	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark	The name of the person who created the label, writing or inscription that is on the unit.				true		8	1.1.7.1.18.7.1.4		Yes		https://wiki.bgbm.org/entity/Q136	Q136	Person	The name of the person who created the label, writing or inscription that is on the unit.	Concept to descibe a Person.		The name of the person who created the label, writing or inscription that is on the unit.				SpecimenUnit							2005-09-09	2005-09-09							0572	Domain	Specimen	Author of unit mark	true					MarkAuthor	Name of person who created the label, writing or inscription.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkComment	abcd:SpecimenUnit-MarkComment	SpecimenUnit-MarkComment	611	SpecimenUnit-Mark	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark	A summary, interpretation or opinion of the text that is marked on the unit.				true	SpecimenUnit-MarkComment-@language	8	1.1.7.1.18.7.1.5		Yes		https://wiki.bgbm.org/entity/Q603	Q603	MarkComment	A summary, interpretation or opinion of the text that is marked on the unit.	A summary, interpretation or opinion of the text that is marked on the unit.		A summary, interpretation or opinion of the text that is marked on the unit.				SpecimenUnit							2005-09-09	2005-09-09							0573	Domain	Specimen	Comments about the unit mark	true					MarkComment	Summary, interpretation or opinion of the text.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkComment/@language	abcd:SpecimenUnit-MarkComment-@language	SpecimenUnit-MarkComment-@language	612	SpecimenUnit-MarkComment	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/MarkComment	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.18.7.1.5.1				https://wiki.bgbm.org/entity/Q604	Q604		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	SpecimenUnit							2005-09-09	2005-09-09							0575	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/Images	abcd:SpecimenUnit-Mark-Images	SpecimenUnit-Mark-Images	613	SpecimenUnit-Mark	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark	An image or (rarely) images of the specimen's label or inscription, given as a reference to the ID of a multimedia object given for the unit.				true	SpecimenUnit-Mark-ImageID	8	1.1.7.1.18.7.1.6	see editorial_notes	call for action	editorial_notes	https://wiki.bgbm.org/entity/Q605	Q605		Image(s) of label or inscription			An image or (rarely) images of the specimen's label or inscription, given as a reference to the ID of a multimedia object given for the unit.				SpecimenUnit							2005-09-09	2005-09-09			wrongly named in TDWG Wiki and Access Database as '/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/IMAGE'				0576	Container	Repeatable		false		Berendsohn 14 Apr 2005	"I did not see comments for this - should I just put something like ""An image of the label or inscription found on or associated to the unit""?<br/><br/>This was an unedited area of the schema. I changed it for v. 2.01; see AbcdConcept01438"	"I did not see comments for this - should I just put something like ""An image of the label or inscription found on or associated to the unit""?<br/><br/>This was an unedited area of the schema. I changed it for v. 2.01; see AbcdConcept01438"	Images	References to an image or images of the label or inscription	false	false	Class			0	1	0..1	False	False		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/Images/ImageID	abcd:SpecimenUnit-Mark-ImageID	SpecimenUnit-Mark-ImageID	614	SpecimenUnit-Mark-Images	/DataSets/DataSet/Units/Unit/SpecimenUnit/Marks/Mark/Images	An image or (rarely) images of the specimen's label or inscription, given as a reference to the ID of a multimedia object given for the unit.				true		9	1.1.7.1.18.7.1.6.1		Yes		https://wiki.bgbm.org/entity/Q845	Q845	Multi Media Object	Multimedia object ID of image of mark	Elements to describe digital images, sound recordings, etc. relating to (or forming) the unit.		An image or (rarely) images of the specimen's label or inscription, given as a reference to the ID of a multimedia object given for the unit.				SpecimenUnit							2005-09-09	2005-09-09			not available in the TDWG Wiki					Meta	Identifiers		false		Berendsohn 14 Apr 2005			ImageID	The ID of a multimedia object representing the image of the mark	false	true	Property		( minLength=1,  whiteSpace=collapse, )	1	1	1..1	False	True	String	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History	abcd:SpecimenUnit-History	SpecimenUnit-History	615	SpecimenUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit	A wrapper for previous units.				true	PreviousUnits|PreviousUnitsText	6	1.1.7.1.18.8	revise documentation?	call for action	revise documentation	https://wiki.bgbm.org/entity/Q607	Q607		A wrapper for previous units.			A wrapper for previous units.				SpecimenUnit							2005-09-09	2005-09-09							0577	Domain	Specimen		true					History	A wrapper for previous units.	false	false	Class			0	1	0..1	False	False		true
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits	abcd:PreviousUnits	PreviousUnits	616	SpecimenUnit-History	/DataSets/DataSet/Units/Unit/SpecimenUnit/History	A container element for several previous identifiers and locations for this unit.				true	PreviousUnit	7	1.1.7.1.18.8.1		Yes		https://wiki.bgbm.org/entity/Q608	Q608		A container element for several previous identifiers and locations for this unit.			A container element for several previous identifiers and locations for this unit.				SpecimenUnit							2005-09-09	2005-09-09							0578	Container	Repeatable		true					PreviousUnits	A container element for several previous identifiers and locations for this unit.	false	false	Class			0	1	0..1	False	False		true
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit	abcd:PreviousUnit	PreviousUnit	617	PreviousUnits	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits	A container for the history of this specimen (e.g. past identifiers and locations).<br/><br/>(e.g. Changes of ownership and transfers between collections by sale, splitting or merging of collections).				true	PreviousUnit-@sequence|PreviousUnitGUID|PreviousSourceInstitutionID|PreviousSourceID|PreviousUnitID|PreviousUnit-Date|PreviousUnit-Comment|PreviousUnitText	8	1.1.7.1.18.8.1.1		Yes		https://wiki.bgbm.org/entity/Q609	Q609	Previous Unit	A container for past identifiers and locations for this specimen.	A container for past identifiers and locations for this specimen.		A container for the history of this specimen (e.g. past identifiers and locations).<br/><br/>(e.g. Changes of ownership and transfers between collections by sale, splitting or merging of collections).				SpecimenUnit							2005-09-09	2005-09-09							0579	Domain	Specimen		false					PreviousUnit	A container for past identifiers and locations for this specimen.	true	false	Class			1	unbounded	1..n	True	True		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/@sequence	abcd:PreviousUnit-@sequence	PreviousUnit-@sequence	618	PreviousUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit	A number indicating the sequence of previous units that held the specimen.				true		9	1.1.7.1.18.8.1.1.1		Yes		https://wiki.bgbm.org/entity/Q2044	Q2044		A number indicating the sequence of previous units that held the specimen.			A number indicating the sequence of previous units that held the specimen.				SpecimenUnit							2005-09-09	2005-09-09							0599	Domain	Specimen	Previous specimen placement sequence no.	true					sequence		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/PreviousUnitGUID	abcd:PreviousUnitGUID	PreviousUnitGUID	619	PreviousUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit	A globally unique identifier for previous unit.				true		9	1.1.7.1.18.8.1.1.2				https://wiki.bgbm.org/entity/Q127	Q127	GUID						GUID		SpecimenUnit						added in 2.06a	2006-10-09	2006-10-09				added in 2.06a							true					PreviousUnitGUID	The globally unique identifier of the specimen in the previous collection.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/PreviousSourceInstitutionID	abcd:PreviousSourceInstitutionID	PreviousSourceInstitutionID	620	PreviousUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit	Name or code of the institution previously holding this specimen.<br/><br/>				true		9	1.1.7.1.18.8.1.1.3	"A FAO/IPGRI multi-crop passport descriptor (MCPD), description and examples taken from EURISCO descriptor list dated July 3, 2002. http://www.bioversityinternational.org/uploads/tx_news/FAO-Bioversity_multi_crop_passport_descriptors_V_2_Final_rev_1526.pdf
"	call for action	revise documentation / reference	https://wiki.bgbm.org/entity/Q612	Q612	PreviousSourceInstitutionID	Name or code of the institution previously holding this specimen.	Name or code of the institution previously holding this specimen.		Name or code of the institution previously holding this specimen.<br/><br/>FAO Institute Code for the donor institute. A FAO/IPGRI multi-crop passport descriptor (MCPD), description and examples taken from EURISCO descriptor list dated July 3, 2002.		MCPD		SpecimenUnit							2005-09-09	2005-09-09							0580	Meta	Identfiers	Institution previously holding specimen	true					PreviousSourceInstitutionID	Name or code of the institution previously holding this specimen.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	true
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/PreviousSourceID	abcd:PreviousSourceID	PreviousSourceID	621	PreviousUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit	The name or code of a collection previously holding this specimen.				true		9	1.1.7.1.18.8.1.1.4		Yes		https://wiki.bgbm.org/entity/Q613	Q613	PreviousSourceID	The name or code of a collection previously holding this specimen.	The name or code of a collection previously holding this specimen.		The name or code of a collection previously holding this specimen.				SpecimenUnit	2						2005-09-09	2005-09-09							0581	Meta	Identifiers	Collection previously holding specimen	true					PreviousSourceID	Name or code of collection previously holding this specimen.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/PreviousUnitID	abcd:PreviousUnitID	PreviousUnitID	622	PreviousUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit	The identifier of the specimen in a previous collection.<br/><br/>The number assigned to an accession by the donor. A FAO/IPGRI multi-crop passport descriptor (MCPD), description and examples taken from EURISCO descriptor list dated July 3, 2002.	NGB1912			true		9	1.1.7.1.18.8.1.1.5	A FAO/IPGRI multi-crop passport descriptor (MCPD), description and examples taken from EURISCO descriptor list dated July 3, 2002.	call for action	revise documentation / reference	https://wiki.bgbm.org/entity/Q614	Q614	PreviousUnitID	The identifier of the specimen in a previous collection.	The identifier of the specimen in a previous collection.		The identifier of the specimen in a previous collection.<br/><br/>The number assigned to an accession by the donor. A FAO/IPGRI multi-crop passport descriptor (MCPD), description and examples taken from EURISCO descriptor list dated July 3, 2002.		MCPD	NGB1912	SpecimenUnit	2						2005-09-09	2005-09-09							0582	Meta	Identifiers	Specimen ID in previous collection	true					PreviousUnitID	Identifier of specimen in previous collection.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	abcd:PreviousUnit-Date	PreviousUnit-Date	623	PreviousUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit	Dates that the specimen was held by a previous collection.				true	PreviousUnit-DateText|PreviousUnit-TimeZone|PreviousUnit-ISODateTimeBegin|PreviousUnit-DayNumberBegin|PreviousUnit-TimeOfDayBegin|PreviousUnit-ISODateTimeEnd|PreviousUnit-DayNumberEnd|PreviousUnit-TimeOfDayEnd|PreviousUnit-PeriodExplicit	9	1.1.7.1.18.8.1.1.6		Yes		https://wiki.bgbm.org/entity/Q335	Q335	Date	Dates that the specimen was held by a previous collection.	Concept to describe date and time (and periods).		Dates that the specimen was held by a previous collection.				SpecimenUnit							2005-09-09	2005-09-09							0583	Domain	Specimen		true					Date	Dates that the specimen was held in previous collection.	false	false	Class			0	1	0..1	False	False	DateTime	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date/DateText	abcd:PreviousUnit-DateText	PreviousUnit-DateText	624	PreviousUnit-Date	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	A text version (alphabetic mixed case and integer) of the date(s) during which the unit was held by a previous collection. This element is meant for use when the date is imprecise, ambiguous or not in a form that satisfies the standard structured date format. It can also be used when it is important to record the verbatim representation of the date or when dates to be recorded are not completely legible. For example the day and month may be decipherable but not the year; the use of this field will allow recording of partially interpreted information. <br/><br/>This field can be used to record generalised date ranges and irresolvable ambiguity such as different day/month order conventions (e.g. US/Europe) or to allow for multiple dates and periods. <br/><br/>In the rare instances of dates for periods before the year 0000, BC and similar dates can be recorded in this field.	25 [?] 1925 <br/><br/>3/9/45 [ambiguous day month] <br/><br/>Spring 1912 <br/><br/>Late 1800s <br/><br/>End of 19th Century <br/><br/>Mid 1978 <br/><br/>Easter 1933 <br/><br/>Post WW2 <br/><br/>Before June 25, 2000 <br/><br/>After June 25, 2000			true		10	1.1.7.1.18.8.1.1.6.1		Yes		https://wiki.bgbm.org/entity/Q336	Q336	DateText	The date(s) the specimen was held by a previous collection in text format.	A date in text format.		A text version (alphabetic mixed case and integer) of the date(s) during which the unit was held by a previous collection. This element is meant for use when the date is imprecise, ambiguous or not in a form that satisfies the standard structured date format. It can also be used when it is important to record the verbatim representation of the date or when dates to be recorded are not completely legible. For example the day and month may be decipherable but not the year; the use of this field will allow recording of partially interpreted information. <br/><br/>This field can be used to record generalised date ranges and irresolvable ambiguity such as different day/month order conventions (e.g. US/Europe) or to allow for multiple dates and periods. <br/><br/>In the rare instances of dates for periods before the year 0000, BC and similar dates can be recorded in this field.			25 [?] 1925 <br/><br/>3/9/45 [ambiguous day month] <br/><br/>Spring 1912 <br/><br/>Late 1800s <br/><br/>End of 19th Century <br/><br/>Mid 1978 <br/><br/>Easter 1933 <br/><br/>Post WW2 <br/><br/>Before June 25, 2000 <br/><br/>After June 25, 2000	SpecimenUnit							2005-09-09	2005-09-09							0584	Domain	Specimen	Date(s) specimen held by previous collection (text)	false		Croft 9 Dec 2002 <br/><br/>Berendsohn 10 Apr 2005			DateText	The date in text format	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
